vehicle_id,bin_id,area,timestamp,route_sequence,distance_km,fuel_consumption_liters,route_efficiency_score
VH003,KUK_018,Kukatpally,2025-12-18,1,5.94,1.48,78.57
VH002,KUK_018,Kukatpally,2024-01-25,1,3.31,0.83,86.86
VH002,KUK_018,Kukatpally,2026-09-06,1,11.0,2.75,62.62
VH002,KUK_018,Kukatpally,2026-03-13,4,2.81,0.7,88.45
VH001,KUK_018,Kukatpally,2025-06-05,2,8.62,2.15,70.12
VH002,KUK_018,Kukatpally,2024-02-09,1,14.96,3.74,50.13
VH002,KUK_018,Kukatpally,2024-04-20,4,12.58,3.14,57.63
VH004,KUK_018,Kukatpally,2024-08-04,3,10.0,2.5,65.77
VH003,KUK_018,Kukatpally,2025-03-04,2,5.98,1.5,78.45
VH001,KUK_018,Kukatpally,2024-06-05,5,10.11,2.53,65.42
VH004,KUK_018,Kukatpally,2024-11-14,2,8.85,2.21,69.39
VH002,KUK_018,Kukatpally,2025-08-30,1,7.54,1.88,73.53
VH001,KUK_018,Kukatpally,2025-05-12,2,3.7,0.92,85.64
VH003,KUK_018,Kukatpally,2024-12-24,3,13.53,3.38,54.64
VH001,KUK_018,Kukatpally,2024-12-20,2,7.85,1.96,72.55
VH003,KUK_018,Kukatpally,2024-08-23,4,4.53,1.13,83.02
VH004,KUK_018,Kukatpally,2026-03-26,5,6.78,1.7,75.92
VH004,KUK_018,Kukatpally,2025-05-20,2,7.38,1.84,74.03
VH002,KUK_018,Kukatpally,2026-03-28,3,12.76,3.19,57.07
VH001,KUK_018,Kukatpally,2025-12-27,2,11.54,2.88,60.92
VH004,KUK_018,Kukatpally,2026-11-13,1,12.0,3.0,59.46
VH001,KUK_018,Kukatpally,2026-10-14,5,2.14,0.54,90.55
VH002,KUK_018,Kukatpally,2025-03-28,4,7.41,1.85,73.94
VH004,KUK_018,Kukatpally,2025-08-13,5,8.26,2.06,71.26
VH002,KUK_018,Kukatpally,2024-07-23,5,2.25,0.56,90.21
VH001,KUK_018,Kukatpally,2026-02-21,4,5.38,1.34,80.34
VH002,KUK_018,Kukatpally,2025-10-22,2,11.88,2.97,59.84
VH002,KUK_018,Kukatpally,2026-11-07,1,3.78,0.94,85.38
VH004,KUK_018,Kukatpally,2026-02-28,4,8.96,2.24,69.05
VH001,KUK_018,Kukatpally,2024-10-13,2,4.8,1.2,82.17
VH002,KUK_018,Kukatpally,2024-10-21,5,2.16,0.54,90.5
VH004,KUK_018,Kukatpally,2026-12-25,2,5.14,1.28,81.1
VH003,KUK_018,Kukatpally,2025-07-14,5,14.69,3.67,50.98
VH001,KUK_018,Kukatpally,2024-11-20,2,12.42,3.1,58.14
VH001,KUK_018,Kukatpally,2024-10-31,2,14.47,3.62,51.67
VH004,KUK_018,Kukatpally,2024-02-17,5,8.34,2.08,71.0
VH002,KUK_018,Kukatpally,2026-11-07,3,3.43,0.86,86.49
VH004,KUK_018,Kukatpally,2026-06-11,5,9.12,2.28,68.54
VH001,KUK_018,Kukatpally,2024-12-25,1,7.91,1.98,72.36
VH002,KUK_018,Kukatpally,2024-10-28,3,12.98,3.24,56.37
VH004,KUK_018,Kukatpally,2025-11-05,4,3.28,0.82,86.97
VH003,KUK_018,Kukatpally,2024-09-10,4,8.35,2.09,70.98
VH004,KUK_018,Kukatpally,2024-04-23,1,3.95,0.99,84.85
VH004,KUK_018,Kukatpally,2026-03-22,1,6.22,1.56,77.69
VH002,KUK_018,Kukatpally,2026-06-08,5,11.59,2.9,60.76
VH001,KUK_018,Kukatpally,2026-06-22,2,8.19,2.05,71.48
VH003,KUK_018,Kukatpally,2026-09-15,4,6.89,1.72,75.58
VH001,KUK_018,Kukatpally,2026-11-07,3,7.13,1.78,74.82
VH001,KUK_018,Kukatpally,2025-09-26,5,7.97,1.99,72.17
VH004,KUK_018,Kukatpally,2025-12-26,5,12.21,3.05,58.8
VH004,KUK_018,Kukatpally,2024-05-10,5,13.6,3.4,54.42
VH001,KUK_018,Kukatpally,2025-01-20,3,14.42,3.6,51.83
VH004,KUK_018,Kukatpally,2024-01-05,4,12.23,3.06,58.74
VH002,KUK_018,Kukatpally,2024-06-20,1,6.1,1.52,78.07
VH003,KUK_018,Kukatpally,2026-08-08,5,10.95,2.74,62.78
VH002,KUK_018,Kukatpally,2025-01-14,4,7.69,1.92,73.06
VH004,KUK_018,Kukatpally,2026-10-31,1,5.31,1.33,80.56
VH004,KUK_018,Kukatpally,2025-12-25,4,12.93,3.23,56.53
VH002,KUK_018,Kukatpally,2026-12-23,4,2.5,0.62,89.42
VH003,KUK_018,Kukatpally,2024-12-25,1,13.72,3.43,54.03
VH003,KUK_018,Kukatpally,2026-09-17,1,8.0,2.0,72.08
VH002,KUK_018,Kukatpally,2025-01-31,2,10.28,2.57,64.88
VH002,KUK_018,Kukatpally,2025-03-17,4,10.57,2.64,63.97
VH003,KUK_018,Kukatpally,2026-11-22,5,13.64,3.41,54.29
VH002,KUK_018,Kukatpally,2026-11-07,1,10.28,2.57,64.89
VH004,KUK_018,Kukatpally,2024-10-30,5,9.98,2.5,65.83
VH003,KUK_018,Kukatpally,2026-12-30,3,2.87,0.72,88.26
VH003,KUK_018,Kukatpally,2024-06-28,5,8.74,2.18,69.74
VH004,KUK_018,Kukatpally,2025-08-20,4,3.95,0.99,84.85
VH001,KUK_018,Kukatpally,2026-03-09,3,11.59,2.9,60.76
VH002,KUK_018,Kukatpally,2024-05-09,4,8.66,2.16,70.0
VH003,KUK_018,Kukatpally,2024-06-27,5,10.84,2.71,63.12
VH002,KUK_018,Kukatpally,2024-08-01,3,2.54,0.64,89.29
VH004,KUK_018,Kukatpally,2024-07-02,3,3.1,0.78,87.53
VH003,KUK_018,Kukatpally,2025-11-21,3,11.31,2.83,61.64
VH004,KUK_018,Kukatpally,2025-09-06,2,2.94,0.74,88.04
VH001,KUK_018,Kukatpally,2025-02-23,3,2.93,0.73,88.07
VH002,KUK_018,Kukatpally,2024-04-25,3,2.16,0.54,90.5
VH004,KUK_019,Kukatpally,2025-01-07,5,14.43,3.61,51.79
VH001,KUK_019,Kukatpally,2025-04-29,3,11.59,2.9,60.76
VH001,KUK_019,Kukatpally,2026-08-25,4,6.59,1.65,76.52
VH002,KUK_019,Kukatpally,2025-07-20,1,5.85,1.46,78.85
VH002,KUK_019,Kukatpally,2026-12-01,2,6.55,1.64,76.65
VH003,KUK_019,Kukatpally,2025-05-17,3,12.07,3.02,59.24
VH003,KUK_019,Kukatpally,2026-03-05,1,10.6,2.65,63.88
VH002,KUK_019,Kukatpally,2025-06-10,1,4.41,1.1,83.4
VH003,KUK_019,Kukatpally,2025-01-12,2,4.26,1.06,83.87
VH001,KUK_019,Kukatpally,2025-06-14,4,3.28,0.82,86.96
VH001,KUK_019,Kukatpally,2024-06-15,1,10.58,2.64,63.94
VH001,KUK_019,Kukatpally,2026-02-12,4,11.94,2.98,59.65
VH003,KUK_019,Kukatpally,2025-06-29,1,5.45,1.36,80.12
VH002,KUK_019,Kukatpally,2026-10-29,2,2.27,0.57,90.15
VH003,KUK_019,Kukatpally,2026-10-12,5,3.07,0.77,87.63
VH001,KUK_019,Kukatpally,2026-06-20,3,14.58,3.64,51.32
VH001,KUK_019,Kukatpally,2026-11-23,3,5.84,1.46,78.89
VH001,KUK_019,Kukatpally,2025-08-11,2,12.0,3.0,59.46
VH003,KUK_019,Kukatpally,2026-02-05,3,10.12,2.53,65.39
VH004,KUK_019,Kukatpally,2024-05-16,5,6.97,1.74,75.33
VH002,KUK_019,Kukatpally,2024-04-18,2,4.67,1.17,82.57
VH002,KUK_019,Kukatpally,2026-07-25,5,3.58,0.9,86.02
VH001,KUK_019,Kukatpally,2025-11-13,1,10.0,2.5,65.77
VH001,KUK_019,Kukatpally,2025-12-30,2,12.07,3.02,59.24
VH001,KUK_019,Kukatpally,2026-02-15,3,10.37,2.59,64.6
VH003,KUK_019,Kukatpally,2026-04-29,4,8.89,2.22,69.27
VH003,KUK_019,Kukatpally,2025-02-24,1,2.55,0.64,89.27
VH001,KUK_019,Kukatpally,2026-11-05,5,14.59,3.65,51.29
VH001,KUK_019,Kukatpally,2026-01-08,5,12.38,3.1,58.26
VH002,KUK_019,Kukatpally,2024-12-20,1,5.81,1.45,78.99
VH003,KUK_019,Kukatpally,2026-05-24,5,14.74,3.68,50.82
VH003,KUK_019,Kukatpally,2024-05-24,5,9.82,2.46,66.33
VH001,KUK_019,Kukatpally,2024-09-10,5,9.57,2.39,67.12
VH002,KUK_019,Kukatpally,2025-08-04,1,11.72,2.93,60.34
VH001,KUK_019,Kukatpally,2024-02-20,4,12.55,3.14,57.72
VH004,KUK_019,Kukatpally,2024-10-23,3,10.53,2.63,64.09
VH002,KUK_019,Kukatpally,2025-01-07,3,3.67,0.92,85.74
VH003,KUK_019,Kukatpally,2025-03-18,3,6.4,1.6,77.13
VH002,KUK_019,Kukatpally,2025-05-20,1,14.07,3.52,52.94
VH001,KUK_019,Kukatpally,2025-05-04,4,4.92,1.23,81.79
VH001,KUK_019,Kukatpally,2025-04-20,4,6.84,1.71,75.74
VH002,KUK_019,Kukatpally,2025-11-25,5,7.62,1.9,73.28
VH003,KUK_019,Kukatpally,2026-06-20,4,7.71,1.93,72.99
VH004,KUK_019,Kukatpally,2024-03-05,4,9.97,2.49,65.87
VH001,KUK_019,Kukatpally,2026-12-21,4,14.26,3.56,52.33
VH003,KUK_019,Kukatpally,2026-05-19,3,5.13,1.28,81.13
VH004,KUK_019,Kukatpally,2024-10-09,4,3.58,0.9,86.02
VH003,KUK_019,Kukatpally,2024-08-12,5,4.57,1.14,82.9
VH001,KUK_019,Kukatpally,2025-09-29,2,13.53,3.38,54.64
VH001,KUK_019,Kukatpally,2025-01-18,4,10.4,2.6,64.51
VH003,KUK_019,Kukatpally,2024-08-26,3,5.72,1.43,79.27
VH001,KUK_019,Kukatpally,2024-03-06,1,12.61,3.15,57.54
VH002,KUK_019,Kukatpally,2026-10-07,5,13.2,3.3,55.68
VH001,KUK_019,Kukatpally,2026-02-24,4,13.0,3.25,56.3
VH002,KUK_019,Kukatpally,2024-02-18,4,13.95,3.49,53.32
VH001,KUK_019,Kukatpally,2025-06-22,5,5.28,1.32,80.66
VH001,KUK_019,Kukatpally,2025-10-30,5,11.82,2.96,60.03
VH002,KUK_019,Kukatpally,2024-09-02,1,7.99,2.0,72.11
VH003,KUK_019,Kukatpally,2025-11-15,5,12.95,3.24,56.47
VH004,KUK_019,Kukatpally,2024-06-13,4,11.47,2.87,61.13
VH004,KUK_019,Kukatpally,2026-08-19,1,12.09,3.02,59.17
VH001,KUK_019,Kukatpally,2025-06-16,5,10.53,2.63,64.1
VH003,KUK_019,Kukatpally,2024-08-18,2,4.31,1.08,83.72
VH004,KUK_019,Kukatpally,2024-03-10,2,9.09,2.27,68.64
VH004,KUK_019,Kukatpally,2024-05-06,4,14.8,3.7,50.63
VH001,KUK_019,Kukatpally,2026-04-01,5,14.19,3.55,52.56
VH003,KUK_019,Kukatpally,2026-03-18,1,2.56,0.64,89.23
VH001,KUK_019,Kukatpally,2026-05-20,3,4.14,1.03,84.25
VH004,KUK_019,Kukatpally,2024-05-30,1,3.71,0.93,85.6
VH002,KUK_019,Kukatpally,2026-10-06,1,11.44,2.86,61.23
VH003,KUK_019,Kukatpally,2026-09-20,4,12.63,3.16,57.47
VH002,KUK_019,Kukatpally,2025-02-14,3,4.78,1.2,82.24
VH004,KUK_019,Kukatpally,2025-11-18,3,8.58,2.14,70.25
VH004,KUK_019,Kukatpally,2024-02-16,4,12.93,3.23,56.53
VH002,KUK_019,Kukatpally,2026-03-31,1,11.53,2.88,60.95
VH001,KUK_019,Kukatpally,2026-01-03,1,9.05,2.26,68.77
VH004,KUK_019,Kukatpally,2024-03-09,5,9.67,2.42,66.8
VH003,KUK_019,Kukatpally,2025-09-10,2,8.61,2.15,70.15
VH002,KUK_019,Kukatpally,2024-11-24,4,5.87,1.47,78.8
VH002,KUK_019,Kukatpally,2025-07-23,2,9.35,2.34,67.82
VH002,KUK_019,Kukatpally,2025-09-20,2,10.96,2.74,62.75
VH001,KUK_019,Kukatpally,2026-10-12,5,13.35,3.34,55.2
VH002,KUK_019,Kukatpally,2024-12-29,3,10.27,2.57,64.92
VH001,KUK_019,Kukatpally,2026-05-13,2,11.89,2.97,59.8
VH002,KUK_019,Kukatpally,2025-10-21,1,4.08,1.02,84.44
VH004,KUK_019,Kukatpally,2026-07-26,4,8.0,2.0,72.08
VH003,KUK_019,Kukatpally,2025-06-25,2,2.12,0.53,90.62
VH004,KUK_019,Kukatpally,2025-11-07,2,5.21,1.3,80.88
VH001,KUK_019,Kukatpally,2026-02-20,4,11.44,2.86,61.22
VH003,KUK_019,Kukatpally,2025-09-17,1,14.89,3.72,50.34
VH001,KUK_019,Kukatpally,2024-08-19,3,3.29,0.82,86.93
VH001,KUK_019,Kukatpally,2026-02-12,2,7.22,1.8,74.54
VH004,KUK_019,Kukatpally,2026-04-14,5,12.4,3.1,58.2
VH003,KUK_019,Kukatpally,2024-06-02,5,4.65,1.16,82.64
VH001,KUK_019,Kukatpally,2024-03-21,2,9.22,2.31,68.23
VH003,KUK_019,Kukatpally,2024-04-01,5,11.53,2.88,60.94
VH001,KUK_019,Kukatpally,2026-01-15,2,10.01,2.5,65.74
VH001,KUK_019,Kukatpally,2025-10-11,4,4.44,1.11,83.3
VH003,KUK_019,Kukatpally,2026-12-20,3,6.62,1.66,76.43
VH002,KUK_019,Kukatpally,2025-03-14,1,12.19,3.05,58.86
VH003,KUK_020,Kukatpally,2025-02-22,3,9.2,2.3,68.29
VH002,KUK_020,Kukatpally,2025-06-27,3,2.07,0.52,90.78
VH002,KUK_020,Kukatpally,2026-07-26,1,11.89,2.97,59.81
VH003,KUK_020,Kukatpally,2026-09-05,1,2.46,0.62,89.55
VH003,KUK_020,Kukatpally,2024-08-02,3,11.69,2.92,60.43
VH003,KUK_020,Kukatpally,2026-07-20,2,4.63,1.16,82.7
VH001,KUK_020,Kukatpally,2025-05-13,3,14.45,3.61,51.73
VH003,KUK_020,Kukatpally,2026-03-10,5,6.78,1.7,75.92
VH001,KUK_020,Kukatpally,2024-10-08,3,6.25,1.56,77.6
VH003,KUK_020,Kukatpally,2026-06-18,2,3.94,0.98,84.89
VH001,KUK_020,Kukatpally,2026-11-05,1,5.97,1.49,78.48
VH004,KUK_020,Kukatpally,2026-10-29,4,13.4,3.35,55.05
VH001,KUK_020,Kukatpally,2026-12-06,4,14.95,3.74,50.15
VH001,KUK_020,Kukatpally,2025-10-22,5,6.79,1.7,75.9
VH002,KUK_020,Kukatpally,2024-08-27,5,7.83,1.96,72.61
VH004,KUK_020,Kukatpally,2025-04-29,1,11.39,2.85,61.39
VH003,KUK_020,Kukatpally,2024-05-29,4,13.52,3.38,54.67
VH004,KUK_020,Kukatpally,2025-02-05,1,9.71,2.43,66.68
VH002,KUK_020,Kukatpally,2025-09-09,1,7.09,1.77,74.95
VH003,KUK_020,Kukatpally,2025-10-13,1,7.36,1.84,74.09
VH002,KUK_020,Kukatpally,2026-12-17,1,11.04,2.76,62.49
VH003,KUK_020,Kukatpally,2026-08-15,5,2.04,0.51,90.87
VH003,KUK_020,Kukatpally,2024-08-10,2,10.05,2.51,65.61
VH001,KUK_020,Kukatpally,2024-04-03,1,6.62,1.66,76.43
VH004,KUK_020,Kukatpally,2024-04-06,3,12.32,3.08,58.45
VH004,KUK_020,Kukatpally,2025-04-05,2,3.21,0.8,87.19
VH002,KUK_020,Kukatpally,2025-03-05,1,9.65,2.41,66.88
VH003,KUK_020,Kukatpally,2025-08-24,5,8.25,2.06,71.29
VH001,KUK_020,Kukatpally,2026-08-30,3,10.35,2.59,64.67
VH004,KUK_020,Kukatpally,2025-07-03,5,2.84,0.71,88.35
VH003,KUK_020,Kukatpally,2024-10-28,3,9.54,2.38,67.22
VH003,KUK_020,Kukatpally,2026-09-01,2,9.3,2.33,67.98
VH001,KUK_020,Kukatpally,2025-01-11,3,9.29,2.32,68.01
VH001,KUK_020,Kukatpally,2025-09-25,3,9.85,2.46,66.25
VH002,KUK_020,Kukatpally,2025-12-31,5,10.79,2.7,63.27
VH004,KUK_020,Kukatpally,2024-02-19,1,12.46,3.12,58.01
VH003,KUK_020,Kukatpally,2026-12-11,2,5.51,1.38,79.93
VH003,KUK_020,Kukatpally,2026-07-31,1,12.73,3.18,57.16
VH003,KUK_020,Kukatpally,2024-08-31,1,8.48,2.12,70.57
VH003,KUK_020,Kukatpally,2024-01-06,5,3.0,0.75,87.84
VH001,KUK_020,Kukatpally,2024-03-27,4,2.76,0.69,88.6
VH001,KUK_020,Kukatpally,2025-05-09,2,6.35,1.59,77.29
VH004,KUK_020,Kukatpally,2024-01-27,5,12.2,3.05,58.83
VH004,KUK_020,Kukatpally,2026-10-11,1,11.2,2.8,61.98
VH003,KUK_020,Kukatpally,2025-03-19,1,12.25,3.06,58.67
VH003,KUK_020,Kukatpally,2025-02-14,5,8.72,2.18,69.8
VH004,KUK_020,Kukatpally,2026-02-25,3,7.72,1.93,72.96
VH001,KUK_020,Kukatpally,2026-09-24,2,3.92,0.98,84.95
VH001,KUK_020,Kukatpally,2025-10-10,2,6.27,1.57,77.54
VH003,KUK_020,Kukatpally,2025-12-23,3,7.64,1.91,73.21
VH002,KUK_020,Kukatpally,2024-03-20,1,3.15,0.79,87.37
VH002,KUK_020,Kukatpally,2024-10-31,3,4.87,1.22,81.95
VH001,KUK_020,Kukatpally,2026-11-01,4,9.78,2.44,66.47
VH004,KUK_020,Kukatpally,2026-06-23,4,11.56,2.89,60.85
VH001,KUK_020,Kukatpally,2024-01-18,3,14.98,3.74,50.06
VH002,KUK_020,Kukatpally,2026-07-28,1,14.13,3.53,52.74
VH004,KUK_020,Kukatpally,2024-12-15,3,10.35,2.59,64.66
VH004,KUK_020,Kukatpally,2025-08-31,4,7.48,1.87,73.72
VH002,KUK_020,Kukatpally,2025-09-06,1,10.27,2.57,64.92
VH001,KUK_020,Kukatpally,2025-03-06,2,12.21,3.05,58.8
VH004,KUK_020,Kukatpally,2025-10-01,4,3.54,0.88,86.14
VH002,KUK_020,Kukatpally,2024-10-21,5,7.33,1.83,74.19
VH003,KUK_020,Kukatpally,2024-08-22,5,12.92,3.23,56.56
VH002,KUK_020,Kukatpally,2026-12-24,3,6.99,1.75,75.26
VH004,KUK_020,Kukatpally,2025-01-21,3,9.43,2.36,67.56
VH002,KUK_020,Kukatpally,2026-03-19,3,9.64,2.41,66.9
VH002,KUK_020,Kukatpally,2026-12-01,2,4.4,1.1,83.43
VH003,KUK_020,Kukatpally,2025-11-03,3,6.71,1.68,76.15
VH003,KUK_020,Kukatpally,2024-10-27,2,6.35,1.59,77.28
VH001,KUK_020,Kukatpally,2025-12-29,2,2.34,0.58,89.93
VH003,KUK_020,Kukatpally,2026-02-21,4,2.31,0.58,90.02
VH002,KUK_020,Kukatpally,2025-08-27,1,12.81,3.2,56.9
VH001,KUK_020,Kukatpally,2024-10-12,5,5.55,1.39,79.8
VH003,KUK_020,Kukatpally,2026-10-19,4,8.74,2.18,69.75
VH001,KUK_020,Kukatpally,2024-05-08,4,5.88,1.47,78.76
VH003,KUK_020,Kukatpally,2025-03-22,4,14.23,3.56,52.43
VH002,KUK_020,Kukatpally,2025-04-13,3,5.37,1.34,80.37
VH001,KUK_020,Kukatpally,2025-02-07,5,7.59,1.9,73.38
VH001,KUK_020,Kukatpally,2024-08-19,1,13.35,3.34,55.21
VH004,KUK_020,Kukatpally,2025-08-04,4,12.95,3.24,56.47
VH003,KUK_020,Kukatpally,2025-06-10,5,4.42,1.1,83.37
VH004,KUK_020,Kukatpally,2024-08-05,1,12.43,3.11,58.1
VH004,KUK_020,Kukatpally,2024-10-28,1,7.96,1.99,72.21
VH004,KUK_020,Kukatpally,2024-05-28,1,8.28,2.07,71.2
VH002,KUK_020,Kukatpally,2025-07-24,4,3.74,0.94,85.52
VH004,KUK_020,Kukatpally,2025-03-13,3,3.05,0.76,87.69
VH002,KUK_020,Kukatpally,2026-10-29,5,11.46,2.86,61.16
VH004,KUK_020,Kukatpally,2025-05-31,4,8.45,2.11,70.65
VH002,KUK_020,Kukatpally,2025-03-09,5,7.68,1.92,73.09
VH004,KUK_020,Kukatpally,2024-04-04,3,11.48,2.87,61.1
VH002,KUK_020,Kukatpally,2024-02-18,3,11.95,2.99,59.62
VH001,KUK_020,Kukatpally,2025-07-01,2,4.07,1.02,84.48
VH001,KUK_020,Kukatpally,2026-05-13,5,9.93,2.48,65.99
VH002,KUK_020,Kukatpally,2026-06-20,4,3.76,0.94,85.45
VH002,KUK_020,Kukatpally,2026-04-06,3,11.77,2.94,60.19
VH001,KUK_020,Kukatpally,2026-12-03,1,10.54,2.64,64.07
VH002,KUK_020,Kukatpally,2026-09-08,1,14.44,3.61,51.77
VH001,KUK_020,Kukatpally,2024-07-14,2,2.9,0.72,88.17
VH001,KUK_020,Kukatpally,2026-02-04,3,2.74,0.68,88.66
VH001,KUK_020,Kukatpally,2024-05-17,2,5.67,1.42,79.43
VH003,KUK_021,Kukatpally,2024-10-06,1,5.4,1.35,80.27
VH001,KUK_021,Kukatpally,2025-03-01,2,5.21,1.3,80.88
VH002,KUK_021,Kukatpally,2024-03-04,4,13.78,3.44,53.85
VH001,KUK_021,Kukatpally,2024-11-18,5,5.24,1.31,80.78
VH002,KUK_021,Kukatpally,2024-08-07,2,5.54,1.38,79.84
VH003,KUK_021,Kukatpally,2025-09-26,5,11.87,2.97,59.87
VH003,KUK_021,Kukatpally,2025-06-05,4,7.85,1.96,72.55
VH003,KUK_021,Kukatpally,2026-04-17,2,12.1,3.02,59.15
VH003,KUK_021,Kukatpally,2024-12-04,3,2.85,0.71,88.32
VH001,KUK_021,Kukatpally,2026-08-24,4,8.34,2.08,71.01
VH004,KUK_021,Kukatpally,2024-07-17,4,2.44,0.61,89.62
VH001,KUK_021,Kukatpally,2025-10-22,1,2.81,0.7,88.44
VH004,KUK_021,Kukatpally,2025-02-03,3,13.78,3.44,53.84
VH001,KUK_021,Kukatpally,2026-10-27,2,3.81,0.95,85.29
VH001,KUK_021,Kukatpally,2026-07-16,2,8.92,2.23,69.17
VH001,KUK_021,Kukatpally,2024-02-07,3,7.34,1.84,74.15
VH004,KUK_021,Kukatpally,2026-02-19,1,6.52,1.63,76.75
VH001,KUK_021,Kukatpally,2024-10-12,4,13.7,3.42,54.1
VH002,KUK_021,Kukatpally,2024-08-13,3,2.28,0.57,90.11
VH004,KUK_021,Kukatpally,2026-01-30,3,10.63,2.66,63.78
VH001,KUK_021,Kukatpally,2024-04-04,3,14.52,3.63,51.51
VH003,KUK_021,Kukatpally,2026-04-16,1,9.28,2.32,68.04
VH003,KUK_021,Kukatpally,2026-01-14,4,14.18,3.54,52.59
VH003,KUK_021,Kukatpally,2026-01-20,4,2.68,0.67,88.86
VH002,KUK_021,Kukatpally,2025-04-10,2,7.44,1.86,73.84
VH003,KUK_021,Kukatpally,2025-11-11,5,5.38,1.34,80.34
VH002,KUK_021,Kukatpally,2024-08-08,1,11.5,2.88,61.04
VH002,KUK_021,Kukatpally,2025-07-26,4,14.76,3.69,50.76
VH003,KUK_021,Kukatpally,2025-06-01,1,5.33,1.33,80.49
VH003,KUK_021,Kukatpally,2026-07-16,1,10.5,2.62,64.19
VH004,KUK_021,Kukatpally,2026-11-03,2,4.58,1.14,82.87
VH004,KUK_021,Kukatpally,2024-10-17,1,9.35,2.34,67.82
VH004,KUK_021,Kukatpally,2024-01-11,5,8.03,2.01,71.98
VH001,KUK_021,Kukatpally,2024-07-06,5,14.64,3.66,51.14
VH003,KUK_021,Kukatpally,2024-04-16,5,9.91,2.48,66.05
VH004,KUK_021,Kukatpally,2024-02-10,5,6.54,1.64,76.68
VH001,KUK_021,Kukatpally,2024-06-28,2,3.48,0.87,86.33
VH002,KUK_021,Kukatpally,2025-11-23,4,3.97,0.99,84.79
VH001,KUK_021,Kukatpally,2024-05-12,5,4.93,1.23,81.76
VH004,KUK_021,Kukatpally,2024-11-13,2,5.26,1.32,80.72
VH001,KUK_021,Kukatpally,2025-12-03,4,13.06,3.26,56.12
VH003,KUK_021,Kukatpally,2026-11-04,2,9.3,2.33,67.98
VH003,KUK_021,Kukatpally,2025-08-06,2,8.8,2.2,69.55
VH002,KUK_021,Kukatpally,2025-01-02,1,3.49,0.87,86.3
VH003,KUK_021,Kukatpally,2025-07-13,4,13.18,3.3,55.74
VH002,KUK_021,Kukatpally,2024-07-25,5,11.4,2.85,61.36
VH001,KUK_021,Kukatpally,2025-08-18,4,2.88,0.72,88.22
VH004,KUK_021,Kukatpally,2025-02-06,5,11.2,2.8,61.98
VH001,KUK_021,Kukatpally,2024-09-22,4,9.07,2.27,68.71
VH002,KUK_021,Kukatpally,2024-08-15,3,3.06,0.76,87.65
VH004,KUK_021,Kukatpally,2026-01-06,3,7.96,1.99,72.21
VH004,KUK_021,Kukatpally,2025-04-10,5,8.3,2.08,71.13
VH002,KUK_021,Kukatpally,2026-08-29,5,4.16,1.04,84.19
VH004,KUK_021,Kukatpally,2025-09-14,4,14.29,3.57,52.23
VH001,KUK_021,Kukatpally,2024-12-28,5,13.05,3.26,56.15
VH001,KUK_021,Kukatpally,2024-05-04,4,10.7,2.68,63.56
VH001,KUK_021,Kukatpally,2025-11-13,3,8.01,2.0,72.05
VH003,KUK_021,Kukatpally,2024-06-30,2,7.35,1.84,74.12
VH002,KUK_021,Kukatpally,2025-12-27,4,10.46,2.62,64.32
VH004,KUK_021,Kukatpally,2024-04-23,2,9.09,2.27,68.64
VH004,KUK_021,Kukatpally,2025-01-22,1,2.81,0.7,88.45
VH004,KUK_021,Kukatpally,2025-01-07,1,8.66,2.16,69.99
VH003,KUK_021,Kukatpally,2024-06-16,4,12.48,3.12,57.94
VH003,KUK_021,Kukatpally,2024-09-11,5,7.97,1.99,72.17
VH003,KUK_021,Kukatpally,2026-09-05,2,2.68,0.67,88.86
VH002,KUK_021,Kukatpally,2026-01-16,4,12.22,3.06,58.77
VH003,KUK_021,Kukatpally,2026-06-16,2,4.62,1.16,82.74
VH003,KUK_021,Kukatpally,2026-12-25,4,5.36,1.34,80.4
VH004,KUK_021,Kukatpally,2026-09-09,1,4.14,1.03,84.25
VH002,KUK_021,Kukatpally,2026-09-05,3,6.29,1.57,77.47
VH004,KUK_021,Kukatpally,2024-08-27,3,11.84,2.96,59.97
VH003,KUK_021,Kukatpally,2024-12-24,2,8.75,2.19,69.71
VH004,KUK_021,Kukatpally,2025-08-11,1,4.66,1.16,82.61
VH002,KUK_021,Kukatpally,2025-07-14,4,13.41,3.35,55.01
VH003,KUK_021,Kukatpally,2024-07-03,2,13.43,3.36,54.95
VH002,KUK_021,Kukatpally,2025-05-02,4,13.32,3.33,55.3
VH003,KUK_021,Kukatpally,2026-03-10,4,5.1,1.27,81.22
VH002,KUK_021,Kukatpally,2025-08-04,4,7.87,1.97,72.49
VH004,KUK_021,Kukatpally,2025-03-21,1,14.8,3.7,50.63
VH003,KUK_021,Kukatpally,2025-05-01,4,12.04,3.01,59.34
VH004,KUK_021,Kukatpally,2025-07-12,2,2.35,0.59,89.89
VH001,KUK_021,Kukatpally,2024-03-16,4,2.85,0.71,88.32
VH004,KUK_021,Kukatpally,2024-01-28,4,8.03,2.01,71.98
VH001,KUK_021,Kukatpally,2026-01-11,4,13.82,3.46,53.72
VH002,KUK_021,Kukatpally,2025-03-05,2,9.0,2.25,68.92
VH004,KUK_021,Kukatpally,2024-09-06,5,8.47,2.12,70.59
VH003,KUK_021,Kukatpally,2025-01-27,2,3.37,0.84,86.68
VH004,KUK_021,Kukatpally,2024-02-18,1,10.54,2.64,64.07
VH003,KUK_021,Kukatpally,2025-10-02,1,12.69,3.17,57.29
